labels,text
ru,"Dacentrurus (лат.) — род крупных птицетазовых динозавров из семейства Stegosauridae, относящегося к тиреофорам (Thyreophora). Жил в позднем юрском периоде на территории современной Англии. Представлен одним видом — Dacentrurus armatus, первоначально носившим название Omosaurus armatus, однако был переименован, так как родовое название Omosaurus было занято другой вымершей рептилией. После описания первого вида было описано ещё около шести видов, однако все они были признаны недействительными."
ja,"サン・コスタンティーノ・カーラブロ は、イタリア共和国カラブリア州ヴィボ・ヴァレンツィア県にある、人口約2,200人の基礎自治体（コムーネ）。"
fr,"La ville de Winona est le siège du comté de Montgomery, situé dans l'État du Mississippi, aux États-Unis. Sa population était de 5 482 habitants au recensement de 2000."
pt,"Santiago do Cacém era una freguesia portuguesa del municipio de Santiago do Cacém, distrito de Setúbal."
ar,بيتر جي. كلاين ‏ هو اقتصادي أمريكي، ولد في 1966.
es,"Igor Lukšić, es un político montenegrino, miembro del Partido democrático socialista (DPS)."
es,"Ignacio Valenzuela Moraga es un periodista deportivo y relator de televisión chileno. Actualmente es parte de Deportes 13, donde relata diversos deportes y conduce las noticias deportivas en Teletrece. Además, es parte de TNT Sports, donde relata fútbol chileno y conduce el noticiero deportivo TNT Data Sports."
zh,"卡拉马里亚（希臘語：），是希腊中马其顿大区塞萨洛尼基专区的一个市镇，位于塞萨洛尼基主城区东南5公里。该地总人口87,255(2001)，居塞萨洛尼基都会区第二位。"
fr,"Flachères est une commune française située dans le département de l'Isère, en région Auvergne-Rhône-Alpes."
it,Alexander Megos è un arrampicatore tedesco.
es,"Robert Crais, es un escritor estadounidense de novelas de misterio o suspense, creador del dúo de detectives Elvis Cole y Joe Pike. Su estilo esta influido por Raymond Chandler, Dashiell Hammett, Ernest Hemingway, Robert B. Parker y John Steinbeck. Ha recibido numerosos premios literarios.."
th,วิลลี ชโตฟ เป็นนักการเมืองและวิศวกรชาวเยอรมัน ดำรงตำแหน่งหัวหน้ารัฐบาลของประเทศเยอรมนีตะวันออกระหว่างปี 1964 ถึง 1973 ต่อมาได้เป็นประมุขแห่งรัฐคนที่สามของประเทศในปี 1973 และกลับมาดำรงตำแหน่งประธานสภารัฐมนตรีอีกครั้งระหว่างปี 1976 ถึง 1989 นอกจากนี้ยังเคยดำรงตำแหน่งอื่นอย่างรัฐมนตรีว่าการกระทรวงกลาโหม และรัฐมนตรีว่าการกระทรวงมหาดไทย
vi,Lastreopsis decomposita là một loài thực vật có mạch trong họ Dryopteridaceae. Loài này được Tindale miêu tả khoa học đầu tiên năm 1957.
fr,"L’Erft est un affluent du Rhin par le sud-ouest, long de 107 km. Il se situe en totalité dans la région de Rhénanie-du-Nord-Westphalie (Allemagne). Ce cours d'eau, très artificialisé à la suite des rejets des eaux d'exhaure des mines de lignite, et envahi par des espèces exogènes en provenance de la vallée du Rhin, fait depuis 1975 l'objet de mesures de renaturation considérables."
th,โฮนัม เป็นภูมิภาคที่อยู่กับจังหวัดช็อลลาเดิม ซึ่งปัจจุบันอยู่ในประเทศเกาหลีใต้ ปัจจุบันนี้ใช้อ้างถึงพื้นที่จังหวัดช็อลลาเหนือและจังหวัดช็อลลาใต้
zh,5-肼基四唑是一种有机化合物，化学式为CH4N6。
en,"Alizée Costes is a French female acrobatic gymnast. With partners Madeleine Bayon and Noémie Nadaud, Costes achieved 7th in the 2014 Acrobatic Gymnastics World Championships."
it,"Lo Skírnismál è uno dei poemi che compongono l'Edda poetica. È attualmente conservato nel Codex Regius, il manoscritto del XIII secolo e nell'AM 748 I 4to ma la critica è generalmente d'accordo nel datarlo alla prima metà del X secolo, o forse addirittura intorno al 900, probabilmente in Norvegia. Il prologo e due brevi passi in prosa furono presumibilmente scritti dal compilatore medievale del manoscritto dell'Edda poetica, che sentì la necessità di palesare il contesto della vicenda e fornire alcuni dettagli a chi non avesse familiarità col racconto. Molti studiosi ritengono inoltre che il poema fosse recitato, forse in una sorta di ierogamia."
zh,卡特拉布赫湖（烏克蘭語：），是烏克蘭的湖泊，位於該國西南部敖德薩州，處於多瑙河下游，長21公里、寬11公里，面積67平方公里，最大水深4米，該湖泊在冬季結冰。
fr,"Citrus ×reshni, le mandarinier Cléopâtre, est une espèce de plantes dicotylédones de la famille des Rutaceae, originaire de l'Inde et introduite en Floride au milieu de XIXe siècle en provenance de la Jamaïque."
ru,"Жан II Брабантский по прозвищу Тихий — герцог Брабанта и Лимбурга с 1294 года. Его отцом был Жан I, передавший ему свои титулы, а матерью — Маргарита Фландрская."
en,"Spring Prairie is a town in Walworth County, Wisconsin, United States. The population was 2,123 at the 2020 census. The unincorporated communities of Spring Prairie and Voree are located in the town. The unincorporated communities of Honey Creek and Honey Lake are also located partially in the town."
it,"Ricetto è una frazione di poche decine di abitanti del comune di Collalto Sabino (RI), nel Lazio."
vi,Maroga melanostigma là một loài bướm đêm thuộc họ Oecophoridae. Nó là loài bản địa của Úc.
fr,"Les antipasti ou antipasto sont une assiette composée traditionnelle de la cuisine italienne. Ils sont servis en collation, apéritif, entrée ou hors-d'œuvre de repas, ou au dîner, généralement composés d'une plus ou moins riche variété de divers produits culinaires régionaux d'Italie, ordinairement accompagnés de vin italien."
ru,«Мученичество святой Екатерины» — картина итальянского художника Гверчино из собрания Государственного Эрмитажа.
es,"El Blériot-SPAD S.91 fue avión experimental de caza. Más tarde se desarrollaría en el Blériot-SPAD S.510, el último biplano producido por las industrias aeronáuticas francesas. Fue rechazado por el ejército francés, no consiguió ventas de exportación; sin embargo, André Herbemont, su diseñador usaría su experiencia con los prototipos S.91 para desarrollar el S.510, otro caza biplano que entraría en producción y en servicio con la Aéronautique Militaire francesa."
ar,نيسان جوك هي سيارة من إنتاج شركة نيسان موتورز.
vi,"Xã Otter Creek là một xã thuộc quận Crawford, tiểu bang Iowa, Hoa Kỳ. Năm 2010, dân số của xã này là 1.350 người."
th,ปลาซักเกอร์ครีบสูง หรือ ปลาซักเกอร์กระโดงสูง เป็นปลาหนังชนิดหนึ่ง มีชื่อวิทยาศาสตร์ว่า Pterygoplichthys pardalis อยู่ในวงศ์ปลาซักเกอร์ (Loricariidae)
vi,"Xô thơm, xôn, hoa xôn, tên khoa học Salvia officinalis, là một loài thực vật có hoa trong họ Hoa môi. Loài này được Carolus Linnaeus miêu tả khoa học đầu tiên năm 1753."
ru,"Дми́трий Фёдорович Мамле́ев  — советский и российский писатель, журналист."
vi,"Montebello Vicentino là một đô thị tại tỉnh Vicenza ở vùng Veneto, Ý."
it,Susan Johnson è una regista e produttrice cinematografica statunitense.
fr,Le canton de Chaumont-1 est une circonscription électorale française du département de la Haute-Marne.
vi,"Mainero là một đô thị thuộc bang Tamaulipas, México. Năm 2005, dân số của đô thị này là 2465 người."
zh,鹿島鹿角 是一間位於日本茨城縣的職業足球會，球會根據地位於茨城縣鹿嶋市、潮來市、神栖市、鉾田市和行方市，球隊在1975年成立，現時在日本職業足球聯賽比賽。球會主場是位於鹿嶋市的鹿島足球體育場(カシマサッカースタジアム)。
ja,ヤヴォルとシフィドニツァの平和教会群（ヤヴォルとシフィドニツァのへいわきょうかいぐん）は、ポーランドのドルヌィ・シロンスク県にあるヨーロッパ最大の木造宗教建築物である。グウォグフにもあったが、1758年に焼失した。
ja,洲本港（すもとこう）は、兵庫県洲本市海岸通一丁目にある兵庫県管理の地方港湾である。2020年3月現在、定期運航している旅客航路はない。
ru,"Свитанок — село,"
en,"Monte Bo is a mountain in the Alpi Biellesi, a sub-range of Pennine Alps."
th,โครคุสซีตีฮอลล์ เป็นสถานจัดแสดงดนตรี ตั้งอยู่ในเมืองครัสโนกอร์สค์ แคว้นมอสโก ทางเหนือของนครมอสโก ใกล้กับถนนวงแหวนมอสโก โครคุสซีตีฮอลล์เป็นผลงานการพัฒนาของนักธุรกิจอารัส อากาลารอฟ และเปิดในปี 2009 ในเดือนมีนาคม 2024 เกิดเหตุก่อการร้ายครั้งรุนแรงที่นี่ ถือเป็นครั้งที่มีผู้เสียชีวิตสูงที่สุดของรัสเซียในรอบสองทศวรรษ
en,"The Phoenician sanctuary of Kharayeb is a historic temple in the hinterland of Tyre, Southern Lebanon, that was excavated in three stages. In 1946, Maurice Chehab, head of Lebanon's Directorate General of Antiquities, led the first mission that revealed a Hellenistic period temple and thousands of clay figurines dating from the sixth-to-first centuries BC. Excavations in 1969 by Lebanese archaeologist Brahim Kaoukabani and in 2009 by the Government of Italy yielded evidence of cultic practices, and produced a detailed reconstruction of the sanctuary's architecture."
fr,Knoxford est une communauté canadienne située dans le comté de Carleton dans la province du Nouveau-Brunswick.
ru,"Лук стебе́льчатый — многолетнее травянистое растение, вид рода Лук (Allium) семейства Луковые (Alliaceae)."
zh,波蒂尼 ）是法国卡尔瓦多斯省的一个市镇，属于卡昂区。
vi,"Kathryn Bertine là một tay đua xe đạp người Saint Kitts và Nevis, nhà văn, nhà làm phim và cựu ngôi sao trượt băng và triathlete. Cô đã tham gia cuộc đua đường bộ năm 2013 nữ UCI ở Florence nhưng không hoàn thành."
th,"ทางรถไฟสายหลักไบคาล-อามูร์ เป็นเส้นทางรถไฟขนาดกว้าง 1,520 มิลลิเมตร ในประเทศรัสเซีย ข้ามไซบีเรียตะวันออกและรัสเซียตะวันออกไกล ทางรถไฟสายหลักไบคาล-อามูร์ยาว 4,324 กิโลเมตร วิ่งประมาณ 610 ถึง 770 กิโลเมตร ทางเหนือและขนานไปกับทางรถไฟสายทรานส์-ไซบีเรีย"
ru,"Поццуо́ли — город-порт на берегу одноимённой бухты Неаполитанского залива в Италии, в Метрополии города Неаполь, в области Кампания, в центре знаменитой зоны сейсмической активности. Он является частью городского района Неаполя, в результате чего строго соседствует со столицей."
ja,香港大学 は、 香港 · 薄扶林に本部を置く香港の公立大学。1887年創立、1911年大学設置。大学の略称は港大、HKU。
fr,"Vestra (en suédois : Västra, est un quartier du district de Kivistö de Vantaa en Finlande."
en,"The Aravalli Mountain Range is a northeast-southwest trending orogenic belt in the northwest part of India and is part of the Indian Shield that was formed from a series of cratonic collisions. The Aravalli Mountains consist of the Aravalli and Delhi fold belts, and are collectively known as the Aravalli-Delhi orogenic belt. The whole mountain range is about 700 km long. Unlike the much younger Himalayan section nearby, the Aravalli Mountains are believed much older and can be traced back to the Proterozoic Eon. They are arguably the oldest geological feature on Earth. The collision between the Bundelkhand craton and the Marwar craton is believed to be the primary mechanism for the development of the mountain range."
tr,"Tahtakale , İstanbul ilinin Avcılar ilçesine bir mahalledir."
vi,"Chính sách ""Cái gậy lớn"" là một cách ngôn thường được phát biểu bởi tổng thống thứ 26 của Hoa Kỳ, Theodore Roosevelt; ""nói năng nhỏ nhẹ và cầm một cái gậy lớn; anh sẽ tiến xa đấy"". Bắt nguồn từ đó nên báo chí Mỹ lúc bấy giờ, cùng một số sử gia thời hiện đại, sử dụng cụm từ ""cái gậy lớn"" để chỉ lập trường đối ngoại của Hoa Kỳ dưới thời Roosevelt cầm quyền."
th,ปอร์โตมาโซบิสซิเนสทาวเวอร์ เป็นอาคารระฟ้าแห่งแรกและแห่งเดียวในประเทศมอลตา โดยเป็นอาคารสำนักงานซึ่งตั้งอยู่ในย่านปอร์โตมาโซของเมืองเซนต์จูเลียน ซึ่งเป็นเมืองทางทิศเหนือของวัลเลตตาเมืองหลวงของมอลตา เปิดดำเนินการในปี พ.ศ. 2544 อาคารมีความสูง 97.54 เมตร มี 23 ชั้น ซึ่งเป็นพื้นที่สำนักงานเชิงพาณิชย์แบบผสมผสาน เป็นอาคารที่สูงที่สุดของมอลตาเมื่อสร้างเสร็จจนถึงปี พ.ศ. 2563 เมื่ออาคารเมอร์คิวรีเฮาส์ทาวเวอร์ ซึ่งอยู่ในเขตเซนต์จูเลียนเช่นกันและยังอยู่ระหว่างการก่อสร้างมีความสูงมากกว่า
es,"Carmen es un barrio ubicado en el municipio de Guayama en el estado libre asociado de Puerto Rico. En el Censo de 2010 tenía una población de 619 habitantes y una densidad poblacional de 103,37 personas por km²."
ar,ستيف ياغو ‏ هو لاعب كرة قدم بوركيني فرنسي الميلاد، ويلعب حاليًا كمدافع لصالح نادي تولوز في الدوري الفرنسي الدرجة الأولى.
fr,Carlos Daniel Tapia est un footballeur argentin né le 20 août 1962 à San Miguel en Argentine.
it,Saint-Mars-de-Locquenay è un comune francese di 544 abitanti situato nel dipartimento della Sarthe nella regione dei Paesi della Loira.
es,"Baronesa, Fabienne Claire Nothomb, más conocida como Amélie Nothomb, es una escritora belga en lengua francesa, elegida miembro de la Real Academia de la lengua y de la literatura francesas de Bélgica."
zh,舊大溪橋，為台灣宜蘭縣的一座公路橋樑，介於宜蘭線鐵路與北部濱海公路之間，依山傍海，橋面寬五公尺，跨越大溪川。2002年12月27日公告為縣定古蹟。
tr,"Rubus aboriginum, Rubus cinsine bağlı bir bitki türüdür."
it,"Roger McGuinn, nato James Joseph McGuinn III, è un cantante e chitarrista statunitense, che è stato uno dei fondatori del gruppo musicale californiano The Byrds."
ar,أرتور سفينسون ‏ هو منافس ألعاب قوى سويدي، ولد في 16 يناير 1901 في Finspång ‏ في السويد، وتوفي بنفس المكان في 20 يناير 1984.
en,"Big Band Bossa Nova is a 1962 album by saxophonist Stan Getz with the Gary McFarland Orchestra. The album was arranged and conducted by Gary McFarland and produced by Creed Taylor for Verve Records. This was Getz's second bossa nova album for Verve following Jazz Samba, his very successful collaboration with guitarist Charlie Byrd."
ja,林 宏優 は、日本の政治家。岐阜県山県市長（4期）。
ar,نقاوس مدينة وبلدية بدائرة نقاوس ولاية باتنة الجزائرية. تقع جنوب غرب ولاية بلغ عدد سكانها 29504 عام 2008.
es,"El Grupo Especial de Operaciones (GEO), cuyos integrantes son conocidos popularmente como “los Geos”, es la unidad de élite de la Policía Nacional de España especializada en operaciones de alto riesgo. Con sede en Guadalajara y ubicados en Madrid. También están presentes en algunos conflictos de Oriente Medio, ya sea para proteger a ciudadanos y altas personalidades españolas o en misiones de rescate de civiles."
th,ดานีเยเล โบเนรา เกิดเมื่อวันที่ 31 พฤษภาคม ค.ศ. 1981 เป็นนักฟุตบอลชาวอิตาลี ปัจจุบันเล่นให้กับสโมสรฟุตบอลบิยาร์เรอัลในลาลิกา ประเทศสเปน ในตำแหน่งกองหลัง
es,"Alcocer de Planes es un municipio de la Comunidad Valenciana, España. Situado en el norte de la provincia de Alicante, en la comarca del Condado de Cocentaina. Cuenta con una población de 259 habitantes."
it,"The Spirit è un film del 2008, trasposizione cinematografica dell'omonima striscia a fumetti creata da Will Eisner."
ru,И́стьино — закрытая железнодорожная станция Московской железной дороги в посёлке Истьино в Арсеньевском района Тульской области на однопутной неэлектрифицированной линии Козельск — Белёв — Горбачёво.
ja,ティモ・ヴェルナー は、ドイツ・バーデン＝ヴュルテンベルク州シュトゥットガルト出身のサッカー選手。プレミアリーグ・トッテナム・ホットスパーFC所属。ドイツ代表。ポジションはFW。
en,"Temperance is an unincorporated community and census-designated place (CDP) in Monroe County in the U.S. state of Michigan. The population was 9,188 at the 2020 census. The CDP is located within Bedford Township."
vi,"Văn Thiên Tường là thừa tướng trung nghĩa lẫm liệt nhà Nam Tống, một thi sĩ nổi tiếng mà tư tưởng yêu nước đã thấm đượm trong thi văn của ông."
zh,葡萄叶甲属，也称作葡萄肖叶甲属，为金花虫科的一个属。
zh,"梅尔 ），法国中部城市，中央-卢瓦尔河谷大区卢瓦-谢尔省的一个市镇，隶属于布卢瓦区，其市镇面积为26.47平方公里，2021年1月1日时人口数量为6,235人，在法国城市中排名第1,734位。"
tr,"Şuşa, Azerbaycan'ın Dağlık Karabağ bölgesinde yer alan bir şehir. Azerbaycan'ın kültür başkenti. Şuşa rayonunun idarî merkezi olan yerleşim, 1992'de Ermenistan Silahlı Kuvvetleri tarafından işgal edildi ve hiçbir ülke tarafından tanınmayan Dağlık Karabağ Cumhuriyeti'nin de facto yönetimi altına girdi. 8 Kasım 2020'de ise şehir Şuşa Muharebesi sonucunda Azerbaycan kuvvetlerince ele geçirildi ve 28 yıllık fiili yönetim son buldu."
ru,"«Ночь напролёт» — немой короткометражный фильм Чарльза Чаплина, выпущенный 15 февраля 1915 года."
vi,"Duma là một ngôi làng Syria nằm ở Al-Hamraa Nahiyah ở huyện Hama, Hama. Theo Cục Thống kê Trung ương Syria (CBS), Duma có dân số 499 trong cuộc điều tra dân số năm 2004."
fr,"Susanne von Nathusius, née en 1850 à Königsborn, quartier de Biederitz, et morte en 1929 à Nietleben, quartier de Halle-sur-Saale, est une peintre portraitiste allemande."
zh,銀質沈著症（英語：）的症狀為皮膚呈現藍灰色（一種只影響外觀的皮膚變色症狀），這是因為人體內的銀含量過高。在學者Gaul和Staud的43個銀質沈著症案例中，銀質沈著症有（63%）是由醫藥上使用的銀膠（Collargol或Argyrol）所引起，其他則是由碘化銀或氯化銀所引起的。銀的毒性雖然很低，但很高的濃度下會得到銀質沈著症以外的人體毒性（老鼠的半致死口服劑量為1600mg/kg/d）。因為銀本身的特性會阻止微生物的繁殖作用，故能殺菌，而本身的活性易產生可變色的化學變化，故能使攝入銀的生物體產生變色的現象。
en,"The Keyser–Cullen House, at 941 East 500 South in Salt Lake City, Utah, was built in 1879. It was listed on the National Register of Historic Places in 1999."
ja,ウラン・ウデ駅 はロシア連邦ブリヤート共和国ウラン・ウデにある、ロシア鉄道の駅。
th,เทศบาลตำบลบางปู เป็นเทศบาลตำบลแห่งหนึ่ง ตั้งอยู่ในเขตอำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ
ja,ナイジェリア生徒拉致事件（ナイジェリアせいとらちじけん）は、2014年4月の14日夜から翌15日にかけてボルノ州の公立中高一貫女子学校から276名の女子生徒が拉致された事件である。ナイジェリア北東部を拠点に活動する、イスラーム過激派とタクフィリ思想家集団からなるテロ組織ボコ・ハラムの手により犯行声明が出された。
ar,"عرق إيساوان هو عرق يقع في الصحراء الكبرى وبالضبط في الجزائر، يبلغ مساحته 38,000 كم 2."
ru,"Сражение при Мурскрик-Бридж — небольшое боевое столкновение американской Войны за независимость, которое произошло около Уилмингтона 27 февраля 1776 года. Северокаролинское ополчение, собранное Провинциальным конгрессом, смогло разбить вооружённые отряды, собранные британским губернатором Джозайей Мартином, что стало поворотным моментом Американской революции в Северной Каролине. Сражение произошло за 5 месяцев до провозглашения независимости США."
ja,"チゾーン・ディ・ヴァルマリーノ は、イタリア共和国ヴェネト州トレヴィーゾ県にある、人口約2,500人の基礎自治体（コムーネ）。"
vi,Wisteria brachybotrys là một loài thực vật có hoa trong họ Đậu. Loài này được Philipp Franz von Siebold và Joseph Gerhard Zuccarini miêu tả khoa học đầu tiên năm 1839.
it,"La stazione di Palombina è una fermata ferroviaria posta sul tronco comune alle linee Bologna-Ancona e Roma-Ancona. Serve il quartiere di Palombina Nuova, del comune di Ancona e si trova non distante da quello di Palombina Vecchia, del comune di Falconara Marittima."
fr,"Bailleul-la-Vallée est une commune française située dans le département de l'Eure, en région Normandie."
tr,"Jackson Pollock, soyut dışavurumcu ressam, 20. yüzyılın en önemli sanatçılarındadır. Damlatma tekniği ile boya karıştırma, fırça kullanımı gibi alışılagelmiş uygulamaları bir kenara bırakmış, yere serdiği devasa boyutlardaki tuval bezleri üzerinde hareket ederek boyayı dökme, damlatma, fırlatma suretiyle sonradan aksiyon/hareket resmi adı verilen resimler yapmıştır. Bu özelliğinden ve 'kötü adam' imajından ötürü Jack the Dripper lakabıyla da anılmıştır."
en,"The Denmark News is a weekly newspaper based in Denmark, Wisconsin. The newspaper primarily serves Denmark, Maribel, and Kellnersville, and is distributed throughout Brown, Kewaunee, and Manitowoc Counties."
es,"HGST, Inc. es una marca de Western Digital la cual vende productos y servicios, Unidad de disco duros, Unidad de estado sólidos, y almacenamiento externo."
oc,Sandra Nashaat es una directora de cine egipcia.
ar,إلييرو إليا ‏ لاعب كرة قدم هولندي يلعب حاليا لصالح نادي الدرجة الأولى اليوفنتوس الإيطالي في مركز الجناح كما يجيد اللعب في مركز المهاجم.
vi,"Huyện Alagirsky là một huyện hành chính tự quản (raion), của Bắc Ossetia, Nga. Huyện có diện tích 2012 kilômét vuông. Trung tâm của huyện đóng ở Alagir."
th,วัดโปรดเกศเชษฐาราม เป็นพระอารามหลวงชั้นตรี ชนิดสามัญ ตั้งอยู่ในหมู่ที่ 11 บ้านคลองหลวง ตำบลทรงคนอง อำเภอพระประแดง จังหวัดสมุทรปราการ ถือเป็นวัดพุทธไทยเพียงวัดเดียวในย่านพระประแดงท่ามกลางวัดพุทธรามัญ
es,Andhvoy o Andkoi es una ciudad de Afganistán. Está ubicado al norte del país. Pertenece a la provincia de Fāryāb. Su población es de 30.605 habitantes (2007).
es,"Vernon Hills es una villa ubicada en el condado de Lake en el estado estadounidense de Illinois. En el Censo de 2010 tenía una población de 25113 habitantes y una densidad poblacional de 1.225,04 personas por km²."
it,"Aniplex , a volte abbreviata come ANX, conosciuta fino al 2001 come Sony Pictures Entertainment (SPE) Visual Works e fino all'aprile 2003 come Sony Music Entertainment (SME) Visual Works, è un'azienda giapponese che produce e distribuisce anime e musica. È controllata al 100% dalla Sony Music Entertainment Japan."
it,"Line Monty, pseudonimo di Éliane Serfati, è stata una cantautrice algerina."
vi,"Xã Independence là một xã thuộc quận Schuyler, tiểu bang Missouri, Hoa Kỳ. Năm 2010, dân số của xã này là 306 người."
es,"A Torre es una aldea española situada en la parroquia de Dombodán, del municipio de Arzúa, en la provincia de La Coruña, Galicia."
it,Giuseppe Lamonica è uno scacchista italiano.
tr,"Herolind Shala, Arnavut futbolcudur.1. Lig ekiplerinden Erzurumspor FK'da oynamaktadır."
ar,خوسيه ديوغو دالوت تكسيرا هو لاعب كرة قدم برتغالي في صفوف نادي مانشستر يونايتد الإنجليزي المنافس ضمن مصاف أندية الدوري الإنجليزي الممتاز، من مواليد 18 مارس 1999. يلعب في مركز الظهير الأيمن بشكل أساسي، مع لعبه أحيانا كظهير أيسر.
vi,"Saint Maurice là một xã trong vùng hành chính Île-de-France, thuộc tỉnh Val-de-Marne, quận Créteil, tổng Charenton-le-Pont. Tọa độ địa lý của xã là 48° 49' vĩ độ bắc, 02° 26' kinh độ đông. Saint Maurice nằm trên độ cao trung bình là 38 mét trên mực nước biển, có điểm thấp nhất là 27 mét và điểm cao nhất là 67 mét. Xã có diện tích 1,43 km², dân số vào thời điểm 1999 là 12.748 người; mật độ dân số là 8915 người/km²."
ar,عبد العزيز بن تركي الفيصل آل سعود ؛ رياضي ورجل أعمال سعودي عُين وزيرًا للرياضة في 25 فبراير 2020. كما تمت تزكيته رئيسًا لمجلس إدارة الاتحاد العربي لكرة القدم في سبتمبر 2019، خلفا لتركي آل الشيخ. وهو نائب رئيس مجلس إدارة الهيئة العليا للفروسية. وزُكّيَ في 24 مايو 2021 ليكون رئيسًا للجمعية العمومية للجنة الأولمبية العربية السعودية لمدة أربعة سنوات.
ar,هيرمان جوسلر ‏ كان محامي من مدينة هامبورغ، وعضو مجلس الشيوخ (1842-1877) ، ورئيس البلدية الأول ورئيس مجلس الشيوخ في مدينة هامبورغ الحرة والمدينة الهانزية (أي رئيس دولة جمهورية المدينة في عام 1874، كان عمدة المدينة الثاني في أعوام 1870 و1871 و1873. خلال فترة طويلة من توليه منصب السيناتور وفترة رئاسته كرئيس ثاني، كانت هامبورغ دولة ذات سيادة كاملة.
tr,"Atilla Yiğit, Türk oyuncu."
zh,葉根壯，臺灣澎湖縣馬公市後窟潭人（今重光里），臺灣傳統木造建築大木匠師，人稱「壯司」。此外，葉根壯亦擅長擘畫、細木作與鑿花等其他傳統建築技藝，作品散見澎湖與臺灣各處高達七十餘件，包括澎湖天后宮、媽宮城隍廟、火燒坪靈光殿與尖山顯濟殿等。2014年7月23日在復興航空澎湖空難中罹難身亡。
th,กลุ่มอาการขาดไอโอดีนแต่กำเนิด หรือ สภาพแคระโง่ เป็นโรคที่พบตั้งแต่กำเนิดอย่างหนึ่ง ผู้ป่วยจะมีพัฒนาการล่าช้าอย่างรุนแรงทั้งทางกายและทางสติปัญญา เป็นผลจากการขาดฮอร์โมนไทรอยด์ระหว่างที่มารดาตั้งครรภ์ ซึ่งมักเกิดจากการได้รับไอโอดีนไม่เพียงพอ เป็นสาเหตุหนึ่งของภาวะต่อมไทรอยด์ทำงานน้อยตั้งแต่กำเนิด
vi,"Nong Bua Daeng là một huyện (‘‘amphoe’’) thuộc tỉnh Chaiyaphum, đông bắc Thái Lan."
ar,أسس غيبيات الأخلاق هو أول عمل ناضج للفيلسوف إيمانويل كانط على الفلسفة الأخلاقية ويظل أحد أكثرها تأثيرا في هذا المجال. يرى كانط أن كتابه هذا هو عمل عن الأخلاق التأسيسية، وأنه يمهد أسس البحوث المستقبلية من خلال شرح المفاهيم والمبادئ الأساسية للنظرية الأخلاقية ويظهر أنها معيارية أمام العوامل العقلانية. وما كان كانط يطمح إليه هو كشف المبدأ الأساسي للأخلاق وتبيان أنه ينطبق علينا. يقدم كانط في الكتاب حججا رائدة بأن الصواب هو عمل يتحدد بطبيعة المبدأ الذي يعيش به الفرد. وهكذا يقف كانط في تناقض صارخ مع نظريات الحس الأخلاقي ونظريات الأخلاق الغائية التي هيمنت على الفلسفة الأخلاقية في ذلك الوقت.
ru,"Адъюста́ж — участок прокатного производственного цеха, где осуществляется финальная обработка металлического изделия."
ja,碑衾町（ひぶすままち）は、東京府荏原郡にかつて存在した町である。現在の目黒区の南部に位置していた。町名の由来は碑文谷と衾。おおむね東急東横線の沿線にあたる。
